# x	y	u	v	flags	mask
5.3046e+00	9.5317e-01	-3.6898e-01	7.5262e-02	0.0000e+00	0.0000e+00
5.4496e+00	9.5317e-01	-4.3831e-01	3.5751e-02	0.0000e+00	0.0000e+00
5.5947e+00	9.5317e-01	-3.5736e-01	6.1677e-02	0.0000e+00	0.0000e+00
5.7397e+00	9.5317e-01	-2.9041e-01	3.0830e-02	0.0000e+00	0.0000e+00
5.8848e+00	9.5317e-01	-2.5109e-01	-2.4782e-01	1.0000e+00	0.0000e+00
6.0298e+00	9.5317e-01	-2.5002e-01	9.8318e-02	0.0000e+00	0.0000e+00
6.1749e+00	9.5317e-01	-3.4534e-01	6.9884e-02	0.0000e+00	0.0000e+00
6.3199e+00	9.5317e-01	-3.2986e-01	-1.1538e-01	0.0000e+00	0.0000e+00
6.4650e+00	9.5317e-01	-1.1731e-01	-4.7763e-01	1.0000e+00	0.0000e+00
6.6100e+00	9.5317e-01	-5.6508e-02	-7.4346e-01	0.0000e+00	0.0000e+00
6.7551e+00	9.5317e-01	6.3141e-02	-8.3663e-01	0.0000e+00	0.0000e+00
6.9001e+00	9.5317e-01	7.4861e-02	-1.2890e+00	0.0000e+00	0.0000e+00
7.0452e+00	9.5317e-01	-4.1981e-02	-9.2179e-01	0.0000e+00	0.0000e+00
7.1902e+00	9.5317e-01	-2.3281e-01	-8.5006e-01	0.0000e+00	0.0000e+00
7.3353e+00	9.5317e-01	-1.1642e-01	-3.4330e-01	0.0000e+00	0.0000e+00
7.4803e+00	9.5317e-01	-3.9478e-01	1.0573e-04	0.0000e+00	0.0000e+00
7.6254e+00	9.5317e-01	-3.9176e-01	5.1427e-02	0.0000e+00	0.0000e+00
7.7704e+00	9.5317e-01	-2.9733e-01	-9.2985e-01	0.0000e+00	0.0000e+00
7.9155e+00	9.5317e-01	-4.7575e-02	-1.2212e+00	0.0000e+00	0.0000e+00
8.0605e+00	9.5317e-01	-1.6000e-01	-1.4123e+00	0.0000e+00	0.0000e+00
8.2056e+00	9.5317e-01	-2.6243e-01	-1.5783e+00	0.0000e+00	0.0000e+00
8.3506e+00	9.5317e-01	5.4881e-03	-1.1334e+00	1.0000e+00	0.0000e+00
8.4956e+00	9.5317e-01	-3.4906e-01	-8.9156e-01	0.0000e+00	0.0000e+00
8.6407e+00	9.5317e-01	-2.4298e-01	-1.2041e+00	0.0000e+00	0.0000e+00
8.7857e+00	9.5317e-01	-3.5647e-01	-1.5151e+00	0.0000e+00	0.0000e+00
8.9308e+00	9.5317e-01	-4.5169e-01	-1.4096e+00	0.0000e+00	0.0000e+00
9.0758e+00	9.5317e-01	-3.9645e-01	-1.1637e+00	0.0000e+00	0.0000e+00
9.2209e+00	9.5317e-01	3.3548e-01	1.3506e+00	0.0000e+00	0.0000e+00
9.3659e+00	9.5317e-01	-5.7654e-01	-1.7232e+00	0.0000e+00	0.0000e+00
9.5110e+00	9.5317e-01	-7.2474e-01	-1.5393e+00	0.0000e+00	0.0000e+00
9.6560e+00	9.5317e-01	-6.3704e-01	-1.4895e+00	0.0000e+00	0.0000e+00
9.8011e+00	9.5317e-01	-5.0693e-01	-1.5198e+00	0.0000e+00	0.0000e+00
9.9461e+00	9.5317e-01	-4.9739e-01	-1.5594e+00	0.0000e+00	0.0000e+00
1.0091e+01	9.5317e-01	-5.7925e-01	-1.5529e+00	0.0000e+00	0.0000e+00
1.0236e+01	9.5317e-01	-6.6629e-01	-1.6431e+00	0.0000e+00	0.0000e+00
1.0381e+01	9.5317e-01	-3.6706e-01	-1.7168e+00	0.0000e+00	0.0000e+00
1.0526e+01	9.5317e-01	-4.8365e-01	-1.5663e+00	0.0000e+00	0.0000e+00
1.0671e+01	9.5317e-01	-5.5255e-01	-1.5106e+00	0.0000e+00	0.0000e+00
1.0816e+01	9.5317e-01	-4.9078e-01	-1.5036e+00	0.0000e+00	0.0000e+00
1.0961e+01	9.5317e-01	-3.1513e-01	-7.0338e-01	1.0000e+00	0.0000e+00
1.1107e+01	9.5317e-01	-2.9386e-01	-4.5466e-01	1.0000e+00	0.0000e+00
1.1252e+01	9.5317e-01	-3.2208e-01	-1.1455e-01	1.0000e+00	0.0000e+00
1.1397e+01	9.5317e-01	-2.8907e-01	3.0336e-02	1.0000e+00	0.0000e+00
1.1542e+01	9.5317e-01	-3.1192e-01	3.3012e-02	1.0000e+00	0.0000e+00
1.1687e+01	9.5317e-01	-3.2571e+00	5.9299e+00	0.0000e+00	0.0000e+00
1.1832e+01	9.5317e-01	-2.1077e-01	-3.6973e-02	1.0000e+00	0.0000e+00
1.1977e+01	9.5317e-01	-1.5380e-01	3.7623e-02	0.0000e+00	0.0000e+00
1.2122e+01	9.5317e-01	-8.6685e-02	1.3503e-02	0.0000e+00	0.0000e+00
1.2267e+01	9.5317e-01	-2.0295e-02	-5.2412e-01	1.0000e+00	0.0000e+00
1.2412e+01	9.5317e-01	2.4242e-02	-5.4775e-01	1.0000e+00	0.0000e+00
1.2557e+01	9.5317e-01	4.4187e-01	-1.0971e+00	0.0000e+00	0.0000e+00
1.2702e+01	9.5317e-01	4.2362e-01	-1.1623e+00	0.0000e+00	0.0000e+00
1.2847e+01	9.5317e-01	3.3367e-01	-1.0492e+00	0.0000e+00	0.0000e+00
1.2992e+01	9.5317e-01	1.4666e-01	-6.2590e-01	1.0000e+00	0.0000e+00
1.3137e+01	9.5317e-01	9.8570e-01	-1.3921e+00	0.0000e+00	0.0000e+00
1.3282e+01	9.5317e-01	7.2473e-01	-1.0490e+00	0.0000e+00	0.0000e+00
1.3427e+01	9.5317e-01	8.6143e-01	-9.4824e-01	0.0000e+00	0.0000e+00
1.3572e+01	9.5317e-01	6.6625e-01	-5.2106e-01	1.0000e+00	0.0000e+00
1.3717e+01	9.5317e-01	1.2130e+00	-1.4953e+00	0.0000e+00	0.0000e+00
1.3862e+01	9.5317e-01	-9.8453e-02	-7.2587e-02	0.0000e+00	0.0000e+00
1.4007e+01	9.5317e-01	-1.0233e-01	-9.8761e-02	0.0000e+00	0.0000e+00
1.4153e+01	9.5317e-01	1.4241e+00	-2.5842e+00	0.0000e+00	0.0000e+00
1.4298e+01	9.5317e-01	7.4454e-02	-6.1969e-03	0.0000e+00	0.0000e+00
1.4443e+01	9.5317e-01	-1.1569e-01	-3.6379e-02	0.0000e+00	0.0000e+00
1.4588e+01	9.5317e-01	-5.9893e-01	3.7515e-01	0.0000e+00	0.0000e+00
1.4733e+01	9.5317e-01	2.9196e-01	8.9837e-01	0.0000e+00	0.0000e+00
1.4878e+01	9.5317e-01	1.4124e-01	1.0557e+00	0.0000e+00	0.0000e+00
1.5023e+01	9.5317e-01	-6.5344e+00	1.1418e+00	0.0000e+00	0.0000e+00
1.5168e+01	9.5317e-01	-8.4496e-02	5.6593e-02	0.0000e+00	0.0000e+00
1.5313e+01	9.5317e-01	-3.0956e-01	2.7756e-01	1.0000e+00	0.0000e+00
1.5458e+01	9.5317e-01	-3.7111e-01	2.3286e-01	1.0000e+00	0.0000e+00
1.5603e+01	9.5317e-01	-3.1466e-01	1.6120e-01	0.0000e+00	0.0000e+00
1.5748e+01	9.5317e-01	-3.0850e-01	2.2506e-01	0.0000e+00	0.0000e+00
1.5893e+01	9.5317e-01	-4.9437e-01	3.2445e-01	0.0000e+00	0.0000e+00
1.6038e+01	9.5317e-01	-4.8840e-01	5.1690e-01	0.0000e+00	0.0000e+00
1.6183e+01	9.5317e-01	-6.5380e-02	-1.9374e-02	0.0000e+00	0.0000e+00
1.6328e+01	9.5317e-01	-4.9273e-01	2.9893e-01	0.0000e+00	0.0000e+00
1.6473e+01	9.5317e-01	-3.0553e-01	1.4363e-01	0.0000e+00	0.0000e+00
1.6618e+01	9.5317e-01	-4.5230e-01	-4.1419e-02	0.0000e+00	0.0000e+00
1.6763e+01	9.5317e-01	-3.9033e-01	2.6414e-01	0.0000e+00	0.0000e+00
1.6908e+01	9.5317e-01	-3.6161e-01	4.3646e-01	0.0000e+00	0.0000e+00
1.7053e+01	9.5317e-01	-3.4192e-01	3.0125e-01	0.0000e+00	0.0000e+00
1.7199e+01	9.5317e-01	-1.7323e-01	2.5603e-01	0.0000e+00	0.0000e+00
1.7344e+01	9.5317e-01	-9.1246e-02	5.0802e-01	0.0000e+00	0.0000e+00
1.7489e+01	9.5317e-01	-9.3034e-02	2.7163e-01	0.0000e+00	0.0000e+00
1.7634e+01	9.5317e-01	-2.0045e-01	-3.4876e-02	0.0000e+00	0.0000e+00
1.7779e+01	9.5317e-01	5.4663e-02	1.4258e-01	0.0000e+00	0.0000e+00
1.7924e+01	9.5317e-01	-5.0399e-02	2.4296e-01	0.0000e+00	0.0000e+00
1.8069e+01	9.5317e-01	-4.8643e-01	2.8780e-01	0.0000e+00	0.0000e+00
1.8214e+01	9.5317e-01	-2.4074e-01	1.1519e-01	1.0000e+00	0.0000e+00
1.8359e+01	9.5317e-01	-3.3401e-01	8.8889e-03	0.0000e+00	0.0000e+00
1.8504e+01	9.5317e-01	-2.6482e-01	9.9480e-02	1.0000e+00	0.0000e+00
1.8649e+01	9.5317e-01	-2.3074e-01	1.0742e-01	1.0000e+00	0.0000e+00
1.8794e+01	9.5317e-01	-1.5886e-01	7.0144e-02	0.0000e+00	0.0000e+00
1.8939e+01	9.5317e-01	-1.5152e-01	4.5067e-02	0.0000e+00	0.0000e+00
1.9084e+01	9.5317e-01	-1.3196e-01	1.1995e-01	0.0000e+00	0.0000e+00
1.9229e+01	9.5317e-01	-1.8425e-01	1.0069e-01	0.0000e+00	0.0000e+00
1.9374e+01	9.5317e-01	-8.2889e-02	5.1177e-02	0.0000e+00	0.0000e+00
1.9519e+01	9.5317e-01	-1.9748e-01	1.6222e-01	1.0000e+00	0.0000e+00
1.9664e+01	9.5317e-01	-2.1000e-01	1.6498e-01	1.0000e+00	0.0000e+00
2.2793e-01	8.0812e-01	-1.5526e+00	3.1462e+00	0.0000e+00	0.0000e+00
3.7298e-01	8.0812e-01	-5.5483e-01	-1.1290e-01	0.0000e+00	0.0000e+00
5.1803e-01	8.0812e-01	-4.6323e-01	-6.9808e-02	0.0000e+00	0.0000e+00
6.6308e-01	8.0812e-01	-4.6255e-01	-1.0638e-02	0.0000e+00	0.0000e+00
8.0812e-01	8.0812e-01	-4.2743e-01	-3.0676e-02	0.0000e+00	0.0000e+00
9.5317e-01	8.0812e-01	-5.3298e-01	3.3933e-02	0.0000e+00	0.0000e+00
1.0982e+00	8.0812e-01	-5.3334e-01	6.2720e-02	0.0000e+00	0.0000e+00
1.2433e+00	8.0812e-01	3.0894e+00	-3.1048e+00	0.0000e+00	0.0000e+00
1.3883e+00	8.0812e-01	-4.0482e+00	7.8453e+00	0.0000e+00	0.0000e+00
1.5334e+00	8.0812e-01	2.0173e+00	7.2562e+00	0.0000e+00	0.0000e+00
1.6784e+00	8.0812e-01	-4.7185e-01	4.8705e-01	0.0000e+00	0.0000e+00
1.8235e+00	8.0812e-01	-4.8045e-01	4.9059e-01	0.0000e+00	0.0000e+00
1.9685e+00	8.0812e-01	5.1520e+00	-5.6481e+00	0.0000e+00	0.0000e+00
2.1136e+00	8.0812e-01	5.1262e+00	-4.6329e+00	0.0000e+00	0.0000e+00
2.2586e+00	8.0812e-01	-4.1191e-01	1.5865e-02	0.0000e+00	0.0000e+00
2.4036e+00	8.0812e-01	-7.9211e-02	-2.3924e-01	1.0000e+00	0.0000e+00
2.5487e+00	8.0812e-01	-6.5671e-01	3.2197e-02	0.0000e+00	0.0000e+00
2.6937e+00	8.0812e-01	-4.2037e-01	2.5875e-01	1.0000e+00	0.0000e+00
2.8388e+00	8.0812e-01	3.1494e-01	1.7425e+00	0.0000e+00	0.0000e+00
2.9838e+00	8.0812e-01	-5.3526e-01	1.1393e-01	0.0000e+00	0.0000e+00
3.1289e+00	8.0812e-01	-7.1043e-01	-1.1793e-01	0.0000e+00	0.0000e+00
3.2739e+00	8.0812e-01	-5.0475e-01	9.0582e-01	1.0000e+00	0.0000e+00
3.4190e+00	8.0812e-01	-3.8430e-01	7.7183e+00	0.0000e+00	0.0000e+00
3.5640e+00	8.0812e-01	-9.6372e-01	2.0503e-01	1.0000e+00	0.0000e+00
3.7091e+00	8.0812e-01	-5.8517e-01	7.7210e+00	0.0000e+00	0.0000e+00
3.8541e+00	8.0812e-01	-5.7263e+00	-5.6522e+00	0.0000e+00	0.0000e+00
3.9992e+00	8.0812e-01	-1.0571e+00	-9.3444e-02	1.0000e+00	0.0000e+00
4.1442e+00	8.0812e-01	-1.9059e+00	3.0661e+00	0.0000e+00	0.0000e+00
4.2893e+00	8.0812e-01	-3.8304e-01	-4.5839e-02	0.0000e+00	0.0000e+00
4.4343e+00	8.0812e-01	-2.9346e-01	3.4544e-02	0.0000e+00	0.0000e+00
4.5794e+00	8.0812e-01	-3.1323e-01	5.5341e-02	0.0000e+00	0.0000e+00
4.7244e+00	8.0812e-01	-4.2763e-01	1.0207e-01	0.0000e+00	0.0000e+00
4.8695e+00	8.0812e-01	-4.3338e-01	2.6398e-02	1.0000e+00	0.0000e+00
5.0145e+00	8.0812e-01	-4.2406e-01	2.0926e-02	1.0000e+00	0.0000e+00
5.1596e+00	8.0812e-01	-3.4652e-01	-7.9853e-02	0.0000e+00	0.0000e+00
5.3046e+00	8.0812e-01	-4.2137e-01	-1.1050e-01	0.0000e+00	0.0000e+00
5.4496e+00	8.0812e-01	-6.4733e-01	5.4700e-02	0.0000e+00	0.0000e+00
5.5947e+00	8.0812e-01	-2.9470e-01	-8.7725e-02	1.0000e+00	0.0000e+00
5.7397e+00	8.0812e-01	-2.2354e-01	-1.4985e+00	0.0000e+00	0.0000e+00
5.8848e+00	8.0812e-01	-2.4028e-01	-2.1513e-01	1.0000e+00	0.0000e+00
6.0298e+00	8.0812e-01	1.4282e+00	-6.5790e-01	0.0000e+00	0.0000e+00
6.1749e+00	8.0812e-01	-1.5942e-01	-7.0955e-01	0.0000e+00	0.0000e+00
6.3199e+00	8.0812e-01	-6.0647e-01	-1.5410e-01	0.0000e+00	0.0000e+00
6.4650e+00	8.0812e-01	-4.3142e-01	-3.5599e-03	0.0000e+00	0.0000e+00
6.6100e+00	8.0812e-01	8.7102e-02	-2.5022e-01	0.0000e+00	0.0000e+00
6.7551e+00	8.0812e-01	-2.5936e-02	-3.4435e-01	0.0000e+00	0.0000e+00
6.9001e+00	8.0812e-01	-1.1467e-01	-2.4230e-01	0.0000e+00	0.0000e+00
7.0452e+00	8.0812e-01	-4.2800e-01	2.0023e-01	0.0000e+00	0.0000e+00
7.1902e+00	8.0812e-01	-1.1631e-01	-9.6817e-01	0.0000e+00	0.0000e+00
7.3353e+00	8.0812e-01	-7.8329e-02	-9.0666e-01	0.0000e+00	0.0000e+00
7.4803e+00	8.0812e-01	-4.1755e-01	-1.9280e-01	0.0000e+00	0.0000e+00
7.6254e+00	8.0812e-01	-5.0495e-01	1.0516e-01	0.0000e+00	0.0000e+00
7.7704e+00	8.0812e-01	-1.4201e-01	-1.2494e+00	0.0000e+00	0.0000e+00
7.9155e+00	8.0812e-01	-5.1246e-02	-1.2600e+00	0.0000e+00	0.0000e+00
8.0605e+00	8.0812e-01	-3.1819e-01	-1.1759e+00	1.0000e+00	0.0000e+00
8.2056e+00	8.0812e-01	-2.7237e-01	-1.5968e+00	0.0000e+00	0.0000e+00
8.3506e+00	8.0812e-01	-2.6757e-02	-1.2786e+00	1.0000e+00	0.0000e+00
8.4956e+00	8.0812e-01	-9.7608e-02	-1.3733e+00	0.0000e+00	0.0000e+00
8.6407e+00	8.0812e-01	7.2135e+00	-4.1757e+00	0.0000e+00	0.0000e+00
8.7857e+00	8.0812e-01	-6.3608e-02	-1.1815e+00	1.0000e+00	0.0000e+00
8.9308e+00	8.0812e-01	-3.9260e-01	-1.5054e+00	0.0000e+00	0.0000e+00
9.0758e+00	8.0812e-01	-4.7721e-02	-1.1296e+00	1.0000e+00	0.0000e+00
9.2209e+00	8.0812e-01	-2.1731e-01	-1.0951e+00	1.0000e+00	0.0000e+00
9.3659e+00	8.0812e-01	-5.6127e-01	-1.6541e+00	0.0000e+00	0.0000e+00
9.5110e+00	8.0812e-01	-6.2017e-01	-1.3432e+00	0.0000e+00	0.0000e+00
9.6560e+00	8.0812e-01	-5.2195e-01	-1.4185e+00	0.0000e+00	0.0000e+00
9.8011e+00	8.0812e-01	-4.8305e-01	-1.5288e+00	0.0000e+00	0.0000e+00
9.9461e+00	8.0812e-01	-4.9987e-01	-1.6351e+00	0.0000e+00	0.0000e+00
1.0091e+01	8.0812e-01	-7.3937e-01	-1.9647e+00	0.0000e+00	0.0000e+00
1.0236e+01	8.0812e-01	-6.5211e-01	-2.2383e+00	0.0000e+00	0.0000e+00
1.0381e+01	8.0812e-01	-5.9303e-01	-1.9325e+00	0.0000e+00	0.0000e+00
1.0526e+01	8.0812e-01	-6.2719e-01	-1.8187e+00	0.0000e+00	0.0000e+00
1.0671e+01	8.0812e-01	-4.8445e-01	-1.5715e+00	0.0000e+00	0.0000e+00
1.0816e+01	8.0812e-01	-3.1157e-01	-8.8305e-01	1.0000e+00	0.0000e+00
1.0961e+01	8.0812e-01	-2.9601e-01	-6.1713e-01	1.0000e+00	0.0000e+00
1.1107e+01	8.0812e-01	-4.7320e-01	-4.2305e-02	0.0000e+00	0.0000e+00
1.1252e+01	8.0812e-01	-3.1366e-01	-1.2753e-02	1.0000e+00	0.0000e+00
1.1397e+01	8.0812e-01	-3.0200e-01	1.3703e-01	1.0000e+00	0.0000e+00
1.1542e+01	8.0812e-01	-3.4927e-01	1.2710e-01	1.0000e+00	0.0000e+00
1.1687e+01	8.0812e-01	-3.1596e-01	1.2674e-01	1.0000e+00	0.0000e+00
1.1832e+01	8.0812e-01	-3.8185e-01	2.8680e-02	0.0000e+00	0.0000e+00
1.1977e+01	8.0812e-01	7.4575e-03	-2.1414e-02	0.0000e+00	0.0000e+00
1.2122e+01	8.0812e-01	5.6046e-02	-5.6881e-02	0.0000e+00	0.0000e+00
1.2267e+01	8.0812e-01	4.8649e-02	-4.6554e-02	0.0000e+00	0.0000e+00
1.2412e+01	8.0812e-01	-5.3152e-02	-4.6825e-01	1.0000e+00	0.0000e+00
1.2557e+01	8.0812e-01	-1.0884e-02	-5.2786e-01	1.0000e+00	0.0000e+00
1.2702e+01	8.0812e-01	2.6855e-01	-1.1114e+00	0.0000e+00	0.0000e+00
1.2847e+01	8.0812e-01	8.5905e-01	-7.6665e-01	0.0000e+00	0.0000e+00
1.2992e+01	8.0812e-01	1.2243e-01	-5.9996e-01	1.0000e+00	0.0000e+00
1.3137e+01	8.0812e-01	5.1938e-01	-9.7904e-01	0.0000e+00	0.0000e+00
1.3282e+01	8.0812e-01	4.4457e-01	-8.3565e-01	0.0000e+00	0.0000e+00
1.3427e+01	8.0812e-01	5.0187e-01	-1.0190e+00	0.0000e+00	0.0000e+00
1.3572e+01	8.0812e-01	7.9952e-01	-8.1892e-01	1.0000e+00	0.0000e+00
1.3717e+01	8.0812e-01	8.3499e-01	-8.5225e-01	1.0000e+00	0.0000e+00
1.3862e+01	8.0812e-01	8.7760e-01	-8.0176e-01	1.0000e+00	0.0000e+00
1.4007e+01	8.0812e-01	-5.6276e-02	-5.6826e-02	0.0000e+00	0.0000e+00
1.4153e+01	8.0812e-01	5.8000e-01	-6.3103e-01	1.0000e+00	0.0000e+00
1.4298e+01	8.0812e-01	-1.7568e-01	5.5673e-01	0.0000e+00	0.0000e+00
1.4443e+01	8.0812e-01	-3.2173e-01	3.8727e-01	0.0000e+00	0.0000e+00
1.4588e+01	8.0812e-01	-3.7288e-01	6.0783e-02	0.0000e+00	0.0000e+00
1.4733e+01	8.0812e-01	1.7552e-01	-3.2922e-01	0.0000e+00	0.0000e+00
1.4878e+01	8.0812e-01	4.4902e-01	9.2797e-01	0.0000e+00	0.0000e+00
1.5023e+01	8.0812e-01	-3.3651e-01	1.0625e-01	0.0000e+00	0.0000e+00
1.5168e+01	8.0812e-01	3.6433e-02	1.9035e-01	0.0000e+00	0.0000e+00
1.5313e+01	8.0812e-01	-5.6224e-02	2.7784e-01	0.0000e+00	0.0000e+00
1.5458e+01	8.0812e-01	-2.5334e-01	3.9548e-02	0.0000e+00	0.0000e+00
1.5603e+01	8.0812e-01	-3.8359e-01	1.7356e-01	0.0000e+00	0.0000e+00
1.5748e+01	8.0812e-01	-3.1690e-01	1.2797e-01	0.0000e+00	0.0000e+00
1.5893e+01	8.0812e-01	-1.2972e-01	-6.5009e-02	0.0000e+00	0.0000e+00
1.6038e+01	8.0812e-01	-3.9243e-01	1.3012e-01	0.0000e+00	0.0000e+00
1.6183e+01	8.0812e-01	-4.0160e-01	3.1877e-01	0.0000e+00	0.0000e+00
1.6328e+01	8.0812e-01	-2.7532e-01	2.2096e-01	0.0000e+00	0.0000e+00
1.6473e+01	8.0812e-01	-1.8414e-01	9.3456e-02	0.0000e+00	0.0000e+00
1.6618e+01	8.0812e-01	-1.2126e+00	1.0962e+00	0.0000e+00	0.0000e+00
1.6763e+01	8.0812e-01	1.0065e-01	1.5388e+00	0.0000e+00	0.0000e+00
1.6908e+01	8.0812e-01	-1.9661e-02	1.8514e-01	0.0000e+00	0.0000e+00
1.7053e+01	8.0812e-01	-3.2033e-01	3.5781e-01	0.0000e+00	0.0000e+00
1.7199e+01	8.0812e-01	-3.1118e-01	4.2476e-01	0.0000e+00	0.0000e+00
1.7344e+01	8.0812e-01	-2.8340e-01	2.2630e-01	0.0000e+00	0.0000e+00
1.7489e+01	8.0812e-01	-3.2916e-01	1.4336e-01	0.0000e+00	0.0000e+00
1.7634e+01	8.0812e-01	-5.6530e-02	-9.1740e-02	0.0000e+00	0.0000e+00
1.7779e+01	8.0812e-01	-5.0009e-02	-7.5371e-02	0.0000e+00	0.0000e+00
1.7924e+01	8.0812e-01	-2.2782e-02	1.8164e-02	0.0000e+00	0.0000e+00
1.8069e+01	8.0812e-01	-1.8773e-01	7.6348e-02	0.0000e+00	0.0000e+00
1.8214e+01	8.0812e-01	-2.4576e-01	1.1739e-01	1.0000e+00	0.0000e+00
1.8359e+01	8.0812e-01	-2.4163e-01	8.0692e-02	0.0000e+00	0.0000e+00
1.8504e+01	8.0812e-01	-2.8351e-01	1.0018e-01	1.0000e+00	0.0000e+00
1.8649e+01	8.0812e-01	-2.5293e-01	1.0378e-01	1.0000e+00	0.0000e+00
1.8794e+01	8.0812e-01	-2.3207e-01	1.0729e-01	1.0000e+00	0.0000e+00
1.8939e+01	8.0812e-01	-9.8403e-02	4.6946e-02	0.0000e+00	0.0000e+00
1.9084e+01	8.0812e-01	-1.3818e-01	1.1137e-01	0.0000e+00	0.0000e+00
1.9229e+01	8.0812e-01	-7.9943e-02	1.3052e-01	0.0000e+00	0.0000e+00
1.9374e+01	8.0812e-01	-1.7248e-01	6.1474e-02	0.0000e+00	0.0000e+00
1.9519e+01	8.0812e-01	-4.0112e-01	2.8043e-01	0.0000e+00	0.0000e+00
1.9664e+01	8.0812e-01	-5.6509e-01	3.9322e-01	0.0000e+00	0.0000e+00
2.2793e-01	6.6308e-01	-5.5884e+00	1.0167e+00	0.0000e+00	0.0000e+00
3.7298e-01	6.6308e-01	-5.4517e-01	-1.1532e-01	0.0000e+00	0.0000e+00
5.1803e-01	6.6308e-01	-4.9424e-01	-2.9404e-02	0.0000e+00	0.0000e+00
6.6308e-01	6.6308e-01	-4.6947e-01	4.9066e-02	0.0000e+00	0.0000e+00
8.0812e-01	6.6308e-01	-4.4458e-01	3.5274e-02	0.0000e+00	0.0000e+00
9.5317e-01	6.6308e-01	-5.2079e-01	5.8931e-02	0.0000e+00	0.0000e+00
1.0982e+00	6.6308e-01	-5.0419e-01	8.0065e-02	0.0000e+00	0.0000e+00
1.2433e+00	6.6308e-01	-4.3418e-01	3.8553e-02	0.0000e+00	0.0000e+00
1.3883e+00	6.6308e-01	-4.4088e-01	1.4996e-01	0.0000e+00	0.0000e+00
1.5334e+00	6.6308e-01	-4.7078e-01	1.2902e-01	0.0000e+00	0.0000e+00
1.6784e+00	6.6308e-01	-1.1094e-01	2.1268e-02	1.0000e+00	0.0000e+00
1.8235e+00	6.6308e-01	-2.5263e-01	-1.6059e-01	1.0000e+00	0.0000e+00
1.9685e+00	6.6308e-01	4.7919e+00	-6.1796e+00	0.0000e+00	0.0000e+00
2.1136e+00	6.6308e-01	-4.2472e-01	4.9105e-02	0.0000e+00	0.0000e+00
2.2586e+00	6.6308e-01	-4.5371e-01	2.9108e-02	0.0000e+00	0.0000e+00
2.4036e+00	6.6308e-01	-4.7153e-01	3.5115e-02	0.0000e+00	0.0000e+00
2.5487e+00	6.6308e-01	-3.7883e-01	5.4010e-02	1.0000e+00	0.0000e+00
2.6937e+00	6.6308e-01	-4.4806e-01	3.1363e-01	1.0000e+00	0.0000e+00
2.8388e+00	6.6308e-01	-4.6692e-01	6.5975e-01	1.0000e+00	0.0000e+00
2.9838e+00	6.6308e-01	-6.6780e-01	-1.3854e-01	0.0000e+00	0.0000e+00
3.1289e+00	6.6308e-01	-6.6534e-01	-1.2651e-01	0.0000e+00	0.0000e+00
3.2739e+00	6.6308e-01	-5.0509e-01	9.1936e-01	1.0000e+00	0.0000e+00
3.4190e+00	6.6308e-01	-6.3238e-01	5.6197e-01	1.0000e+00	0.0000e+00
3.5640e+00	6.6308e-01	-8.4310e-01	3.4043e-01	1.0000e+00	0.0000e+00
3.7091e+00	6.6308e-01	-4.5328e-01	-4.0328e-02	0.0000e+00	0.0000e+00
3.8541e+00	6.6308e-01	-9.6081e-01	2.3163e-01	1.0000e+00	0.0000e+00
3.9992e+00	6.6308e-01	-2.5981e-01	5.5297e-02	0.0000e+00	0.0000e+00
4.1442e+00	6.6308e-01	-2.9555e-01	3.5664e-03	0.0000e+00	0.0000e+00
4.2893e+00	6.6308e-01	-9.3874e-01	-2.2577e-01	1.0000e+00	0.0000e+00
4.4343e+00	6.6308e-01	-8.2704e-01	1.7211e-02	1.0000e+00	0.0000e+00
4.5794e+00	6.6308e-01	-6.1346e-01	1.6509e-01	1.0000e+00	0.0000e+00
4.7244e+00	6.6308e-01	-4.2994e-01	-1.0434e-01	0.0000e+00	0.0000e+00
4.8695e+00	6.6308e-01	-5.4739e-01	-3.8103e-02	0.0000e+00	0.0000e+00
5.0145e+00	6.6308e-01	-4.0424e-01	1.8821e-02	1.0000e+00	0.0000e+00
5.1596e+00	6.6308e-01	-3.4711e-01	5.7182e-02	0.0000e+00	0.0000e+00
5.3046e+00	6.6308e-01	-3.7492e-01	-5.9205e-02	0.0000e+00	0.0000e+00
5.4496e+00	6.6308e-01	-6.0757e-01	-8.3825e-02	0.0000e+00	0.0000e+00
5.5947e+00	6.6308e-01	-3.4971e-01	-1.8322e-02	0.0000e+00	0.0000e+00
5.7397e+00	6.6308e-01	-3.7161e-01	2.4363e-03	0.0000e+00	0.0000e+00
5.8848e+00	6.6308e-01	-4.2501e-01	-1.1289e-01	0.0000e+00	0.0000e+00
6.0298e+00	6.6308e-01	-5.6930e-02	-1.7734e-01	0.0000e+00	0.0000e+00
6.1749e+00	6.6308e-01	-2.7742e-01	-6.4821e-02	0.0000e+00	0.0000e+00
6.3199e+00	6.6308e-01	-4.6968e-01	-1.4321e-01	0.0000e+00	0.0000e+00
6.4650e+00	6.6308e-01	-3.7262e-01	-5.0406e-01	0.0000e+00	0.0000e+00
6.6100e+00	6.6308e-01	-3.7713e-02	-7.2769e-02	0.0000e+00	0.0000e+00
6.7551e+00	6.6308e-01	-8.0918e-02	-1.9346e-01	0.0000e+00	0.0000e+00
6.9001e+00	6.6308e-01	3.4043e-02	-5.4530e-01	0.0000e+00	0.0000e+00
7.0452e+00	6.6308e-01	-5.6666e-01	8.2671e-01	0.0000e+00	0.0000e+00
